feedback_id,created_at,citizen_group_id,lang,dialect_region,topic,sentiment,channel,city,text,split,synthetic
FB-007564,2027-08-04T09:00,CG-02763,en,NA,water,neutral,chat,Dammam,Water has been unavailable in Al Olaya since this morning,train,True
FB-007565,2027-08-04T12:00,CG-02764,en,NA,billing,positive,web,Riyadh,Incorrect fees were charged on invoice BYN-2025-007564  ,train,True
FB-007566,2027-08-04T15:00,CG-02765,ar,Gulf,digital_services,negative,mobile,شارع التحلية,ظهرت رسالة خطأ عند رفع المستند في خدمات المياه,train,True
FB-007567,2027-08-04T18:00,CG-02766,ar,MSA,licensing,negative,call_centre,حي النرجس,أحتاج توضيح المستندات المطلوبة لترخيص مواعيد الصيانة 😡,train,True
FB-007568,2027-08-04T21:00,CG-02767,ar,MSA,parks,negative,chat,حي النرجس,ألعاب الأطفال في حديقة جدة تحتاج صيانة,validation,True
FB-007569,2027-08-05T00:00,CG-02768,en,NA,roads,neutral,web,Riyadh,The road leading to Al Yasmin needs urgent maintenance,validation,True
FB-007570,2027-08-05T03:00,CG-02769,en,NA,lighting,positive,mobile,Tahlia Street,The walkway lights are not working at Jeddah,test,True
FB-007571,2027-08-05T06:00,CG-02770,ar,Gulf,waste,negative,call_centre,الدمام,نحتاج حاوية إضافية في طريق الملك فهد,train,True
FB-007572,2027-08-05T09:00,CG-02771,ar,Gulf,water,negative,chat,حي النرجس,ضغط المياه منخفض جداً في الدمام,train,True
FB-007573,2027-08-05T12:00,CG-02772,ar,Gulf,billing,negative,web,الرياض,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,train,True
FB-007574,2027-08-05T15:00,CG-02773,en,NA,digital_services,neutral,mobile,Al Yasmin,An error appears when I upload a document in My Licence,train,True
FB-007575,2027-08-05T18:00,CG-02774,en,NA,licensing,positive,call_centre,Dammam,My Water Services licence request has been under review for 15 days,train,True
FB-007576,2027-08-05T21:00,CG-02775,ar,Gulf,parks,negative,chat,جدة,الممر في حديقة حي العليا غير مناسب للكراسي المتحركة,train,True
FB-007577,2027-08-06T00:00,CG-02776,ar,MSA,roads,negative,web,حي النرجس,الأسفلت متضرر قرب حي العليا والقيادة أصبحت خطرة,train,True
FB-007578,2027-08-06T03:00,CG-02777,ar,MSA,lighting,negative,mobile,الرياض,الشارع مظلم قرب شارع التحلية ونحتاج إصلاح الإنارة,validation,True
FB-007579,2027-08-06T06:00,CG-02778,en,NA,waste,neutral,call_centre,Al Narjis,The waste bin at Jeddah has not been emptied for 19 days,validation,True
FB-007580,2027-08-06T09:00,CG-02779,en,NA,water,positive,chat,Dammam,There is a water leak at Jeddah; reference BYN-2026-007579 — very frustrating 😡,test,True
FB-007581,2027-08-06T12:00,CG-02780,ar,Gulf,billing,negative,web,الرياض,الرسوم في خدمة بوابة المرافق غير واضحة,train,True
FB-007582,2027-08-06T15:00,CG-02781,ar,Gulf,digital_services,negative,mobile,حي النرجس,تطبيق بوأبة المرافق يتوقف عند تسجيل الدخول,train,True
FB-007583,2027-08-06T18:00,CG-02782,ar,Gulf,licensing,negative,call_centre,الرياض,لم تتغير حالة الطلب رقم BYN-2025-007582,train,True
FB-007584,2027-08-06T21:00,CG-02783,en,NA,parks,neutral,chat,Jeddah,Irrigation is not working in Al Narjis park,train,True
FB-007585,2027-08-07T00:00,CG-02784,en,NA,roads,positive,web,Tahlia Street,The road leading to Dammam needs urgent maintenance,train,True
FB-007586,2027-08-07T03:00,CG-02785,ar,Gulf,lighting,negative,mobile,الرياض,الشارع مظلم قرب حي العليا ونحتاج إصلاح الإنارة <PHONE> <NATIONAL_ID>,train,True
FB-007587,2027-08-07T06:00,CG-02786,ar,MSA,waste,negative,call_centre,جدة,الحاوية ممتلئة في حي العليا ولم تُفرغ منذ 6 أيام,train,True
FB-007588,2027-08-07T09:00,CG-02787,ar,MSA,water,negative,chat,الرياض,انقطاع المياه مستمر في جدة منذ الصباح,validation,True
FB-007589,2027-08-07T12:00,CG-02788,en,NA,billing,neutral,web,Riyadh,The fees for Water Services are unclear,validation,True
FB-007590,2027-08-07T15:00,CG-02789,en,NA,digital_services,positive,mobile,King Fahd Road,The verification code for Water Services never reaches my phone,test,True
FB-007591,2027-08-07T18:00,CG-02790,ar,Gulf,licensing,negative,call_centre,حي الياسمين,طلب ترخيص رخصتي متوقف عند المراجعة منذ 10 أيام,train,True
FB-007592,2027-08-07T21:00,CG-02791,ar,Gulf,parks,negative,chat,جدة,الممر في حديقة شارع التحلية غير مناسب للكراسي المتحركة,train,True
FB-007593,2027-08-08T00:00,CG-02792,ar,Gulf,roads,negative,web,جدة,حفرة في الطريق أمام الدمام منذ 12 أيام 😡,train,True
FB-007594,2027-08-08T03:00,CG-02793,en,NA,lighting,neutral,mobile,King Fahd Road,The street is dark near Al Olaya and the lighting needs repair,train,True
FB-007595,2027-08-08T06:00,CG-02794,en,NA,waste,positive,call_centre,Al Narjis,Waste is piling up near Tahlia Street and causing a strong smell,train,True
FB-007596,2027-08-08T09:00,CG-02795,ar,Gulf,water,negative,chat,الدمام,انقطاع المياه مستمر في جدة منذ الصباح  ,train,True
FB-007597,2027-08-08T12:00,CG-02796,ar,MSA,billing,negative,web,حي النرجس,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-007596,train,True
FB-007598,2027-08-08T15:00,CG-02797,ar,MSA,digital_services,negative,mobile,حي العليا,لا يصل رمز التحقق إلى هاتفي لخدمة رخصتي,validation,True
FB-007599,2027-08-08T18:00,CG-02798,en,NA,licensing,neutral,call_centre,Dammam,My My Licence licence request has been under review for 18 days,validation,True
FB-007600,2027-08-08T21:00,CG-02799,en,NA,parks,positive,chat,Al Yasmin,The path at Tahlia Street is not wheelchair accessible,test,True
FB-007601,2027-08-09T00:00,CG-02800,ar,Gulf,roads,negative,web,شارع التحلية,حفرة في ألطريق أمام حي العليا منذ 20 أيام,train,True
FB-007602,2027-08-09T03:00,CG-02801,ar,Gulf,lighting,negative,mobile,الدمام,الشارع مظلم قرب حي النرجس ونحتاج إصلاح الإنارة,train,True
FB-007603,2027-08-09T06:00,CG-02802,ar,Gulf,waste,negative,call_centre,الدمام,تراكمت النفايات قرب جدة وتسبب رائحة قوية,train,True
FB-007604,2027-08-09T09:00,CG-02803,en,NA,water,neutral,chat,Al Olaya,Water has been unavailable in Jeddah since this morning,train,True
FB-007605,2027-08-09T12:00,CG-02804,en,NA,billing,positive,web,Tahlia Street,I paid the bill but it still shows as unpaid,train,True
FB-007606,2027-08-09T15:00,CG-02805,ar,Gulf,digital_services,negative,mobile,طريق الملك فهد,ظهرت رسالة خطأ عند رفع المستند في خدمات المياه 😡,train,True
FB-007607,2027-08-09T18:00,CG-02806,ar,MSA,licensing,negative,call_centre,جدة,أحتاج توضيح المستندات المطلوبة لترخيص رخصتي,train,True
FB-007608,2027-08-09T21:00,CG-02807,ar,MSA,parks,negative,chat,الدمام,الري متوقف في حديقة الرياض,validation,True
FB-007609,2027-08-10T00:00,CG-02808,en,NA,roads,neutral,web,Riyadh,The road leading to Al Olaya needs urgent maintenance,validation,True
FB-007610,2027-08-10T03:00,CG-02809,en,NA,lighting,positive,mobile,Jeddah,The streetlight at Al Olaya has been out for two weeks,test,True
FB-007611,2027-08-10T06:00,CG-02810,ar,Gulf,waste,negative,call_centre,حي النرجس,الحاوية ممتلئة في الرياض ولم تُفرغ منذ 9 أيام,train,True
FB-007612,2027-08-10T09:00,CG-02811,ar,Gulf,water,negative,chat,طريق الملك فهد,انقطاع المياه مستمر في حي النرجس منذ الصباح,train,True
FB-007613,2027-08-10T12:00,CG-02812,ar,Gulf,billing,negative,web,الرياض,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-007612,train,True
FB-007614,2027-08-10T15:00,CG-02813,en,NA,digital_services,neutral,mobile,Riyadh,The verification code for Facilities Portal never reaches my phone,train,True
FB-007615,2027-08-10T18:00,CG-02814,en,NA,licensing,positive,call_centre,Al Yasmin,Request BYN-2025-007614 has not changed status,train,True
FB-007616,2027-08-10T21:00,CG-02815,ar,Gulf,parks,negative,chat,الرياض,الممر في حديقة حي الياسمين غير مناسب للكراسي المتحركة,train,True
FB-007617,2027-08-11T00:00,CG-02816,ar,MSA,roads,negative,web,الرياض,حفرة في الطريق أمام الدمام منذ 15 أيام,train,True
FB-007618,2027-08-11T03:00,CG-02817,ar,MSA,lighting,negative,mobile,جدة,عمود الإنارة معطل في الرياض منذ أسبوعين,validation,True
FB-007619,2027-08-11T06:00,CG-02818,en,NA,waste,neutral,call_centre,Al Yasmin,We need an additional waste container at Jeddah — very frustrating 😡,validation,True
FB-007620,2027-08-11T09:00,CG-02819,en,NA,water,positive,chat,Al Olaya,WATER PRESSURE IS VERY LOW IN AL OLAYA,test,True
FB-007621,2027-08-11T12:00,CG-02820,ar,Gulf,billing,negative,web,جدة,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,train,True
FB-007622,2027-08-11T15:00,CG-02821,ar,Gulf,digital_services,negative,mobile,حي النرجس,ظهرت رسالة خطأ عند رفع المستند في خدمات المياه,train,True
FB-007623,2027-08-11T18:00,CG-02822,ar,Gulf,licensing,negative,call_centre,شارع التحلية,أحتاج توضيح المستندات المطلوبة لترخيص خدمات المياه <PHONE>,train,True
FB-007624,2027-08-11T21:00,CG-02823,en,NA,parks,neutral,chat,Tahlia Street,The path at Al Narjis is not wheelchair accessible,train,True
FB-007625,2027-08-12T00:00,CG-02824,en,NA,roads,positive,web,Al Narjis,Damaged asphalt near Al Yasmin is making driving unsafe,train,True
FB-007626,2027-08-12T03:00,CG-02825,ar,Gulf,lighting,negative,mobile,الدمام,الشارع مظلم قرب جدة ونحتاج إصلاح الإنارة,train,True
FB-007627,2027-08-12T06:00,CG-02826,ar,MSA,waste,negative,call_centre,حي العليا,نحتاج حاوية إضافية في الرياض   <NATIONAL_ID>,train,True
FB-007628,2027-08-12T09:00,CG-02827,ar,MSA,water,negative,chat,شارع التحلية,لووووسمحت انقطاع المياه مستمر في حي النرجس منذ الصباح,validation,True
FB-007629,2027-08-12T12:00,CG-02828,en,NA,billing,neutral,web,Al Narjis,Incorrect fees were charged on invoice BYN-2025-007628,validation,True
FB-007630,2027-08-12T15:00,CG-02829,en,NA,digital_services,positive,mobile,Al Yasmin,The Water Services app crashes during sign-in,test,True
FB-007631,2027-08-12T18:00,CG-02830,ar,Gulf,licensing,negative,call_centre,حي الياسمين,لم تتغير حالة الطلب رقم BYN-2025-007630,train,True
FB-007632,2027-08-12T21:00,CG-02831,ar,Gulf,parks,negative,chat,حي العليا,الري متوقف في حديقة حي العليا 😡,train,True
FB-007633,2027-08-13T00:00,CG-02832,ar,Gulf,roads,negative,web,شارع التحلية,حفرة في الطريق أمام طريق الملك فهد منذ 10 أيام,train,True
FB-007634,2027-08-13T03:00,CG-02833,en,NA,lighting,neutral,mobile,Tahlia Street,The walkway lights are not working at Riyadh,train,True
FB-007635,2027-08-13T06:00,CG-02834,en,NA,waste,positive,call_centre,Riyadh,We need an additional waste container at Al Yasmin,train,True
FB-007636,2027-08-13T09:00,CG-02835,ar,Gulf,water,negative,chat,طريق الملك فهد,يوجد تسرب مياه في جدة والبلاغ رقم BYN-2026-007635,train,True
FB-007637,2027-08-13T12:00,CG-02836,ar,MSA,billing,negative,web,شارع التحلية,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,train,True
FB-007638,2027-08-13T15:00,CG-02837,ar,MSA,digital_services,negative,mobile,الدمام,تطبيق بلدي يتوقف عند تسجيل الدخول,validation,True
FB-007639,2027-08-13T18:00,CG-02838,en,NA,licensing,neutral,call_centre,Tahlia Street,I NEED CLARIFICATION ON THE DOCUMENTS REQUIRED FOR MY LICENCE,validation,True
FB-007640,2027-08-13T21:00,CG-02839,en,NA,parks,positive,chat,Tahlia Street,The path at Al Yasmin is not wheelchair accessible,test,True
FB-007641,2027-08-14T00:00,CG-02840,ar,Gulf,roads,negative,web,الرياض,حفرة في الطريق أمام حي النرجس منذ 18 أيام,train,True
FB-007642,2027-08-14T03:00,CG-02841,ar,Gulf,lighting,negative,mobile,الدمام,الشارع مظلم قرب حي النرجس ونحتاج إصلاح الإنارة,train,True
FB-007643,2027-08-14T06:00,CG-02842,ar,Gulf,waste,negative,call_centre,جدة,نحتاج حاوية إضافية في حي الياسمين,train,True
FB-007644,2027-08-14T09:00,CG-02843,en,NA,water,neutral,chat,Al Narjis,Water pressure is very low in Jeddah,train,True
FB-007645,2027-08-14T12:00,CG-02844,en,NA,billing,positive,web,Al Narjis,The fees for My Licence are unclear — very frustrating 😡,train,True
FB-007646,2027-08-14T15:00,CG-02845,ar,Gulf,digital_services,negative,mobile,حي العليا,لا يصل رمز التحقق إلى هاتفي لخدمة بوابة المرافق,train,True
FB-007647,2027-08-14T18:00,CG-02846,ar,MSA,licensing,negative,call_centre,الرياض,طلب ترخيص بوابة المرافق متوقف عند المراجعة منذ 3 أيام,train,True
FB-007648,2027-08-14T21:00,CG-02847,ar,MSA,parks,negative,chat,الرياض,ألعاب الأطفال في حديقة طريق الملك فهد تحتاج صيانة,validation,True
FB-007649,2027-08-15T00:00,CG-02848,en,NA,roads,neutral,web,Riyadh,The road leading to Dammam needs urgent maintenance,validation,True
FB-007650,2027-08-15T03:00,CG-02849,en,NA,lighting,positive,mobile,King Fahd Road,The street is dark near Dammam and the lighting needs repair,test,True
FB-007651,2027-08-15T06:00,CG-02850,ar,Gulf,waste,negative,call_centre,الدمام,تراكمت النفايات قرب حي النرجس وتسبب رائحة قوية,train,True
FB-007652,2027-08-15T09:00,CG-02851,ar,Gulf,water,negative,chat,حي النرجس,انقطاع المياه مستمر في شارع التحلية منذ الصباح,train,True
FB-007653,2027-08-15T12:00,CG-02852,ar,Gulf,billing,negative,web,الدمام,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-007652,train,True
FB-007654,2027-08-15T15:00,CG-02853,en,NA,digital_services,neutral,mobile,King Fahd Road,The verification code for Maintenance Appointments never reaches my phone,train,True
FB-007655,2027-08-15T18:00,CG-02854,en,NA,licensing,positive,call_centre,Al Narjis,Request BYN-2025-007654 has not changed status,train,True
FB-007656,2027-08-15T21:00,CG-02855,ar,Gulf,parks,negative,chat,حي العليا,الري متوقف في حديقة شارع التحلية,train,True
FB-007657,2027-08-16T00:00,CG-02856,ar,MSA,roads,negative,web,حي العليا,لووووسمحت الأسفلت متضرر قرب الدمام والقيادة أصبحت خطرة,train,True
FB-007658,2027-08-16T03:00,CG-02857,ar,MSA,lighting,negative,mobile,طريق الملك فهد,إنأرة الممر لا تعمل عند شارع التحلية 😡  ,validation,True
FB-007659,2027-08-16T06:00,CG-02858,en,NA,waste,neutral,call_centre,Al Yasmin,We need an additional waste container at Jeddah,validation,True
FB-007660,2027-08-16T09:00,CG-02859,en,NA,water,positive,chat,Al Narjis,Water has been unavailable in Al Yasmin since this morning <PHONE>,test,True
FB-007661,2027-08-16T12:00,CG-02860,ar,Gulf,billing,negative,web,الدمام,الرسوم في خدمة رخصتي غير واضحة,train,True
FB-007662,2027-08-16T15:00,CG-02861,ar,Gulf,digital_services,negative,mobile,حي النرجس,لا يصل رمز التحقق إلى هاتفي لخدمة خدمات المياه,train,True
FB-007663,2027-08-16T18:00,CG-02862,ar,Gulf,licensing,negative,call_centre,حي الياسمين,أحتاج توضيح المستندات المطلوبة لترخيص بوابة المرافق,train,True
FB-007664,2027-08-16T21:00,CG-02863,en,NA,parks,neutral,chat,Al Narjis,The path at Jeddah is not wheelchair accessible,train,True
FB-007665,2027-08-17T00:00,CG-02864,en,NA,roads,positive,web,Riyadh,Damaged asphalt near Tahlia Street is making driving unsafe,train,True
FB-007666,2027-08-17T03:00,CG-02865,ar,Gulf,lighting,negative,mobile,طريق الملك فهد,إنارة الممر لا تعمل عند حي النرجس,train,True
FB-007667,2027-08-17T06:00,CG-02866,ar,MSA,waste,negative,call_centre,حي العليا,تراكمت النفايات قرب الدمام وتسبب رائحة قوية,train,True
FB-007668,2027-08-17T09:00,CG-02867,ar,MSA,water,negative,chat,حي النرجس,ضغط المياه منخفض جداً في حي النرجس <NATIONAL_ID>,validation,True
FB-007669,2027-08-17T12:00,CG-02868,en,NA,billing,neutral,web,Dammam,The fees for Facilities Portal are unclear,validation,True
FB-007670,2027-08-17T15:00,CG-02869,en,NA,digital_services,positive,mobile,Jeddah,The Water Services app crashes during sign-in,test,True
FB-007671,2027-08-17T18:00,CG-02870,ar,Gulf,licensing,negative,call_centre,حي العليا,أحتاج توضيح المستندات المطلوبة لترخيص خدمات المياه 😡,train,True
FB-007672,2027-08-17T21:00,CG-02871,ar,Gulf,parks,negative,chat,جدة,الري متوقف في حديقة شارع التحلية,train,True
FB-007673,2027-08-18T00:00,CG-02872,ar,Gulf,roads,negative,web,طريق الملك فهد,الطريق المؤدي إلى شارع التحلية يحتاج صيانة عاجلة,train,True
FB-007674,2027-08-18T03:00,CG-02873,en,NA,lighting,neutral,mobile,Al Narjis,The walkway lights are not working at Dammam,train,True
FB-007675,2027-08-18T06:00,CG-02874,en,NA,waste,positive,call_centre,Dammam,The waste bin at King Fahd Road has not been emptied for 10 days,train,True
FB-007676,2027-08-18T09:00,CG-02875,ar,Gulf,water,negative,chat,جدة,ضغط المياه منخفض جداً في طريق الملك فهد,train,True
FB-007677,2027-08-18T12:00,CG-02876,ar,MSA,billing,negative,web,الرياض,تم أحتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-007676,train,True
FB-007678,2027-08-18T15:00,CG-02877,ar,MSA,digital_services,negative,mobile,جدة,لا يصل رمز التحقق إلى هاتفي لخدمة مواعيد الصيانة,validation,True
FB-007679,2027-08-18T18:00,CG-02878,en,NA,licensing,neutral,call_centre,Al Yasmin,My Maintenance Appointments licence request has been under review for 14 days,validation,True
FB-007680,2027-08-18T21:00,CG-02879,en,NA,parks,positive,chat,King Fahd Road,Irrigation is not working in King Fahd Road park,test,True
FB-007681,2027-08-19T00:00,CG-02880,ar,Gulf,roads,negative,web,حي العليا,الطريق المؤدي إلى جدة يحتاج صيانة عاجلة,train,True
FB-007682,2027-08-19T03:00,CG-02881,ar,Gulf,lighting,negative,mobile,جدة,الشارع مظلم قرب طريق الملك فهد ونحتاج إصلاح الإنارة,train,True
FB-007683,2027-08-19T06:00,CG-02882,ar,Gulf,waste,negative,call_centre,حي الياسمين,تراكمت النفايات قرب جدة وتسبب رائحة قوية,train,True
FB-007684,2027-08-19T09:00,CG-02883,en,NA,water,neutral,chat,Tahlia Street,Water has been unavailable in Jeddah since this morning — very frustrating 😡,train,True
FB-007685,2027-08-19T12:00,CG-02884,en,NA,billing,positive,web,Dammam,I paid the bill but it still shows as unpaid,train,True
FB-007686,2027-08-19T15:00,CG-02885,ar,Gulf,digital_services,negative,mobile,طريق الملك فهد,لووووسمحت ظهرت رسالة خطأ عند رفع المستند في مواعيد الصيانة,train,True
FB-007687,2027-08-19T18:00,CG-02886,ar,MSA,licensing,negative,call_centre,الرياض,لم تتغير حالة الطلب رقم BYN-2025-007686,train,True
FB-007688,2027-08-19T21:00,CG-02887,ar,MSA,parks,negative,chat,حي العليا,ألعاب الأطفال في حديقة جدة تحتاج صيانة,validation,True
FB-007689,2027-08-20T00:00,CG-02888,en,NA,roads,neutral,web,Al Narjis,Damaged asphalt near King Fahd Road is making driving unsafe  ,validation,True
FB-007690,2027-08-20T03:00,CG-02889,en,NA,lighting,positive,mobile,King Fahd Road,The street is dark near Al Narjis and the lighting needs repair,test,True
FB-007691,2027-08-20T06:00,CG-02890,ar,Gulf,waste,negative,call_centre,الدمام,الحاوية ممتلئة في حي النرجس ولم تُفرغ منذ 5 أيام,train,True
FB-007692,2027-08-20T09:00,CG-02891,ar,Gulf,water,negative,chat,الدمام,انقطاع المياه مستمر في حي العليا منذ الصباح,train,True
FB-007693,2027-08-20T12:00,CG-02892,ar,Gulf,billing,negative,web,شارع التحلية,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-007692,train,True
FB-007694,2027-08-20T15:00,CG-02893,en,NA,digital_services,neutral,mobile,Jeddah,The verification code for Water Services never reaches my phone,train,True
FB-007695,2027-08-20T18:00,CG-02894,en,NA,licensing,positive,call_centre,Dammam,My Facilities Portal licence request has been under review for 9 days,train,True
FB-007696,2027-08-20T21:00,CG-02895,ar,Gulf,parks,negative,chat,حي النرجس,ألممر في حديقة طريق الملك فهد غير مناسب للكراسي المتحركة,train,True
FB-007697,2027-08-21T00:00,CG-02896,ar,MSA,roads,negative,web,جدة,الأسفلت متضرر قرب شارع التحلية والقيادة أصبحت خطرة 😡 <PHONE>,train,True
FB-007698,2027-08-21T03:00,CG-02897,ar,MSA,lighting,negative,mobile,حي العليا,عمود الإنارة معطل في طريق الملك فهد منذ أسبوعين,validation,True
FB-007699,2027-08-21T06:00,CG-02898,en,NA,waste,neutral,call_centre,Al Yasmin,Waste is piling up near Al Olaya and causing a strong smell,validation,True
FB-007700,2027-08-21T09:00,CG-02899,en,NA,water,positive,chat,Riyadh,Water pressure is very low in Riyadh,test,True
FB-007701,2027-08-21T12:00,CG-02900,ar,Gulf,billing,negative,web,الرياض,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-007700,train,True
FB-007702,2027-08-21T15:00,CG-02901,ar,Gulf,digital_services,negative,mobile,الرياض,لا يصل رمز التحقق إلى هاتفي لخدمة بوابة المرافق,train,True
FB-007703,2027-08-21T18:00,CG-02902,ar,Gulf,licensing,negative,call_centre,طريق الملك فهد,طلب ترخيص رخصتي متوقف عند المراجعة منذ 17 أيام,train,True
FB-007704,2027-08-21T21:00,CG-02903,en,NA,parks,neutral,chat,Jeddah,The playground equipment at Al Yasmin needs maintenance,train,True
FB-007705,2027-08-22T00:00,CG-02904,en,NA,roads,positive,web,Al Narjis,Damaged asphalt near Al Narjis is making driving unsafe,train,True
FB-007706,2027-08-22T03:00,CG-02905,ar,Gulf,lighting,negative,mobile,جدة,إنارة الممر لا تعمل عند حي الياسمين,train,True
FB-007707,2027-08-22T06:00,CG-02906,ar,MSA,waste,negative,call_centre,طريق الملك فهد,الحاوية ممتلئة في شارع التحلية ولم تُفرغ منذ 21 أيام,train,True
FB-007708,2027-08-22T09:00,CG-02907,ar,MSA,water,negative,chat,الرياض,يوجد تسرب مياه في حي النرجس والبلاغ رقم BYN-2026-007707,validation,True
FB-007709,2027-08-22T12:00,CG-02908,en,NA,billing,neutral,web,Al Narjis,The fees for My Licence are unclear <NATIONAL_ID>,validation,True
FB-007710,2027-08-22T15:00,CG-02909,en,NA,digital_services,positive,mobile,Tahlia Street,The Maintenance Appointments app crashes during sign-in — very frustrating 😡,test,True
FB-007711,2027-08-22T18:00,CG-02910,ar,Gulf,licensing,negative,call_centre,شارع التحلية,طلب ترخيص خدمات المياه متوقف عند المراجعة منذ 4 أيام,train,True
FB-007712,2027-08-22T21:00,CG-02911,ar,Gulf,parks,negative,chat,حي العليا,الري متوقف في حديقة حي الياسمين,train,True
FB-007713,2027-08-23T00:00,CG-02912,ar,Gulf,roads,negative,web,حي الياسمين,حفرة في الطريق أمام الرياض منذ 6 أيام,train,True
FB-007714,2027-08-23T03:00,CG-02913,en,NA,lighting,neutral,mobile,Jeddah,The street is dark near Dammam and the lighting needs repair,train,True
FB-007715,2027-08-23T06:00,CG-02914,en,NA,waste,positive,call_centre,Al Narjis,WE NEED AN ADDITIONAL WASTE CONTAINER AT AL NARJIS,train,True
FB-007716,2027-08-23T09:00,CG-02915,ar,Gulf,water,negative,chat,الدمام,ضغط المياه منخفض جداً في طريق الملك فهد,train,True
FB-007717,2027-08-23T12:00,CG-02916,ar,MSA,billing,negative,web,حي النرجس,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,train,True
FB-007718,2027-08-23T15:00,CG-02917,ar,MSA,digital_services,negative,mobile,الرياض,تطبيق خدمات المياه يتوقف عند تسجيل الدخول,validation,True
FB-007719,2027-08-23T18:00,CG-02918,en,NA,licensing,neutral,call_centre,King Fahd Road,Request BYN-2025-007718 has not changed status,validation,True
FB-007720,2027-08-23T21:00,CG-02919,en,NA,parks,positive,chat,Riyadh,Irrigation is not working in Al Yasmin park  ,test,True
FB-007721,2027-08-24T00:00,CG-02920,ar,Gulf,roads,negative,web,طريق الملك فهد,الأسفلت متضرر قرب جدة والقيادة أصبحت خطرة,train,True
FB-007722,2027-08-24T03:00,CG-02921,ar,Gulf,lighting,negative,mobile,حي العليا,الشارع مظلم قرب الرياض ونحتاج إصلاح الإنارة,train,True
FB-007723,2027-08-24T06:00,CG-02922,ar,Gulf,waste,negative,call_centre,جدة,الحاوية ممتلئة في حي الياسمين ولم تُفرغ منذ 16 أيام 😡,train,True
FB-007724,2027-08-24T09:00,CG-02923,en,NA,water,neutral,chat,Riyadh,Water pressure is very low in Al Olaya,train,True
FB-007725,2027-08-24T12:00,CG-02924,en,NA,billing,positive,web,King Fahd Road,Incorrect fees were charged on invoice BYN-2025-007724,train,True
FB-007726,2027-08-24T15:00,CG-02925,ar,Gulf,digital_services,negative,mobile,الدمام,تطبيق بلدي يتوقف عند تسجيل الدخول,train,True
FB-007727,2027-08-24T18:00,CG-02926,ar,MSA,licensing,negative,call_centre,حي النرجس,لم تتغير حالة الطلب رقم BYN-2025-007726,train,True
FB-007728,2027-08-24T21:00,CG-02927,ar,MSA,parks,negative,chat,الدمام,ألعاب الأطفال في حديقة حي الياسمين تحتاج صيانة,validation,True
FB-007729,2027-08-25T00:00,CG-02928,en,NA,roads,neutral,web,Al Yasmin,There is a pothole near Tahlia Street for 1 days,validation,True
FB-007730,2027-08-25T03:00,CG-02929,en,NA,lighting,positive,mobile,Tahlia Street,The walkway lights are not working at Al Yasmin,test,True
FB-007731,2027-08-25T06:00,CG-02930,ar,Gulf,waste,negative,call_centre,طريق الملك فهد,الحاوية ممتلئة في شارع التحلية ولم تُفرغ منذ 3 أيام,train,True
FB-007732,2027-08-25T09:00,CG-02931,ar,Gulf,water,negative,chat,حي الياسمين,يوجد تسرب مياه في الدمام والبلاغ رقم BYN-2026-007731,train,True
FB-007733,2027-08-25T12:00,CG-02932,ar,Gulf,billing,negative,web,حي الياسمين,الرسوم في خدمة بلدي غير واضحة,train,True
FB-007734,2027-08-25T15:00,CG-02933,en,NA,digital_services,neutral,mobile,Dammam,THE VERIFICATION CODE FOR MY LICENCE NEVER REACHES MY PHONE <PHONE>,train,True
FB-007735,2027-08-25T18:00,CG-02934,en,NA,licensing,positive,call_centre,Al Olaya,Request BYN-2025-007734 has not changed status,train,True
FB-007736,2027-08-25T21:00,CG-02935,ar,Gulf,parks,negative,chat,جدة,الري متوقف في حديقة حي العليا 😡,train,True
FB-007737,2027-08-26T00:00,CG-02936,ar,MSA,roads,negative,web,حي الياسمين,حفرة في الطريق أمام طريق الملك فهد منذ 9 أيام,train,True
FB-007738,2027-08-26T03:00,CG-02937,ar,MSA,lighting,negative,mobile,حي النرجس,الشارع مظلم قرب حي الياسمين ونحتاج إصلاح الإنارة,validation,True
FB-007739,2027-08-26T06:00,CG-02938,en,NA,waste,neutral,call_centre,Al Narjis,Waste is piling up near King Fahd Road and causing a strong smell,validation,True
FB-007740,2027-08-26T09:00,CG-02939,en,NA,water,positive,chat,Al Olaya,Water has been unavailable in Jeddah since this morning,test,True
FB-007741,2027-08-26T12:00,CG-02940,ar,Gulf,billing,negative,web,حي النرجس,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-007740,train,True
FB-007742,2027-08-26T15:00,CG-02941,ar,Gulf,digital_services,negative,mobile,حي العليا,لا يصل رمز التحقق إلى هاتفي لخدمة خدمات المياه,train,True
FB-007743,2027-08-26T18:00,CG-02942,ar,Gulf,licensing,negative,call_centre,جدة,أحتاج توضيح المستندات المطلوبة لترخيص رخصتي,train,True
